CityTownId,StateProvinceId,CityTownName
339,45,Albion
340,28,Albion
341,16,Albion
342,14,Albion
343,39,Albion
344,33,Albion
345,23,Albion
346,15,Albion
347,13,Albion
348,24,Alborn
349,51,Albright
350,39,Albrightsville
351,32,Albuquerque
352,47,Alburg
353,16,Alburnett
354,39,Alburtis
355,32,Alcalde
356,2,Alcan
357,43,Alcester
358,4,Alco
359,44,Alcoa
360,39,Alcoa Center
361,42,Alcolu
362,10,Alcoma
363,53,Alcova
364,28,Alda
365,39,Aldan
366,33,Alden
367,17,Alden
368,24,Alden
369,16,Alden
370,23,Alden
371,37,Alden
372,19,Alden Bridge
373,50,Alder
374,27,Alder
375,33,Alder Creek
376,50,Alderdale
377,52,Alderley
378,5,Alderpoint
379,37,Alderson
380,51,Alderson
381,50,Alderwood Manor
382,45,Aldine
383,11,Aldora
384,26,Aldrich
385,24,Aldrich
386,14,Aledo
387,45,Aledo
388,2,Aleknagik
389,37,Alex
390,20,Alexander
391,11,Alexander
392,51,Alexander
393,45,Alexander
394,4,Alexander
395,17,Alexander
396,16,Alexander
397,33,Alexander
398,35,Alexander
399,1,Alexander City
400,34,Alexander Mills
401,30,Alexandria
402,1,Alexandria
403,19,Alexandria
404,18,Alexandria
405,28,Alexandria
406,36,Alexandria
407,44,Alexandria
408,39,Alexandria
409,43,Alexandria
410,49,Alexandria
411,24,Alexandria
412,15,Alexandria
413,26,Alexandria
414,33,Alexandria Bay
415,14,Alexis
416,38,Alfalfa
417,37,Alfalfa
418,39,Alfarata
419,22,Alford
420,10,Alford
421,15,Alfordsville
422,33,Alfred
423,20,Alfred
424,45,Alfred
425,35,Alfred
426,36,Alger
427,50,Alger
428,45,Algerita
429,45,Algoa
430,32,Algodones
431,25,Algoma
432,52,Algoma
433,13,Algoma
434,16,Algona
435,50,Algona
436,23,Algonac
437,14,Algonquin
438,44,Algood
439,5,Alhambra
440,14,Alhambra
441,3,Ali Chuk
442,3,Ali Chukson
443,3,Ali Molina
444,40,Alianza
445,45,Alice
446,35,Alice
447,1,Aliceville
448,17,Aliceville
449,4,Alicia
450,37,Aline
451,39,Aliquippa
452,32,Alire
453,5,Aliso Viejo
454,4,Alix
455,35,Alkabo
456,20,Allagash
457,2,Allakaket
458,31,Allamuchy
459,10,Allandale
460,44,Allardt
461,4,Alleene
462,23,Allegan
463,33,Allegany
464,38,Allegany
465,49,Alleghany
466,5,Alleghany
467,18,Allegre
468,16,Alleman
469,17,Allen
470,43,Allen
471,18,Allen
472,28,Allen
473,23,Allen
474,45,Allen
475,19,Allen
476,37,Allen
477,21,Allen
478,23,Allen Park
479,23,Allendale
480,31,Allendale
481,42,Allendale
482,26,Allendale
483,14,Allendale
484,5,Allendale
485,53,Allendale
486,45,Allenfarm
487,11,Allenhurst
488,31,Allenhurst
489,39,Allenport
491,6,Allenspark
492,18,Allensville
493,39,Allensville
494,36,Allensville
495,5,Allensworth
496,52,Allenton
497,10,Allentown
498,50,Allentown
499,11,Allentown
500,31,Allentown
501,39,Allentown
502,14,Allenville
503,26,Allenville
504,52,Allenville
505,39,Allenwood
506,31,Allenwood
507,16,Allerton
508,14,Allerton
509,45,Alleyton
510,1,Allgood
511,34,Alliance
512,28,Alliance
513,36,Alliance
514,10,Alliance
515,25,Alligator
516,16,Allison
517,6,Allison
518,39,Allison
519,45,Allison
520,32,Allison
521,49,Allison Gap
522,39,Allison Park
523,49,Allisonia
524,44,Allons
525,52,Allouez
526,31,Alloway
527,4,Allport
528,39,Allport
529,50,Allyn
530,45,Alma
531,6,Alma
532,33,Alma
533,14,Alma
534,11,Alma
535,4,Alma
536,26,Alma
537,17,Alma
538,52,Alma
539,28,Alma
540,23,Alma
541,52,Alma Center
542,5,Almanor
543,39,Almedia
544,24,Almelund
545,52,Almena
546,17,Almena
547,28,Almeria
548,50,Almira
549,13,Almo
550,18,Almo
551,52,Almon
552,11,Almon
553,4,Almond
554,34,Almond
555,52,Almond
556,33,Almond
557,35,Almont
558,23,Almont
559,6,Almont
560,5,Almonte
561,50,Almota
562,53,Almy
563,4,Almyra
564,20,Alna
565,44,Alnwick
566,45,Aloe
567,19,Aloha
568,38,Aloha
569,14,Alorton
570,5,Alpaugh
571,4,Alpena
572,43,Alpena
573,23,Alpena
574,31,Alpha
575,24,Alpha
576,23,Alpha
577,14,Alpha
578,36,Alpha
579,11,Alpharetta
580,5,Alpine
581,46,Alpine
582,31,Alpine
583,44,Alpine
584,15,Alpine
585,33,Alpine
586,4,Alpine
587,6,Alpine
588,53,Alpine
589,45,Alpine
590,3,Alpine
591,38,Alpine
592,15,Alquina
593,39,Alsace Manor
594,19,Alsatia
595,38,Alsea
596,19,Alsen
597,35,Alsen
598,14,Alsey
599,14,Alsip
600,30,Alstead
601,11,Alston
602,50,Alstown
603,37,Alsuma
604,46,Alta
605,5,Alta
606,53,Alta
607,16,Alta
608,5,Alta Loma
609,5,Alta Sierra
610,16,Alta Vista
611,17,Alta Vista
612,5,Altadena
613,45,Altair
614,34,Altamahaw
615,26,Altamont
616,38,Altamont
617,44,Altamont
618,14,Altamont
619,17,Altamont
620,43,Altamont
621,33,Altamont
622,53,Altamont
623,46,Altamont
624,10,Altamonte Springs
625,5,Altaville
626,49,Altavista
627,26,Altenburg
628,10,Altha
629,4,Altheimer
630,33,Altmar
631,11,Alto
632,52,Alto
633,19,Alto
634,32,Alto
635,45,Alto
636,23,Alto
637,14,Alto Pass
638,15,Alton
639,26,Alton
640,16,Alton
641,17,Alton
642,14,Alton
643,20,Alton
644,10,Alton
645,30,Alton
646,46,Alton
647,45,Alton
648,19,Alton
649,18,Alton
650,49,Alton
651,33,Altona
652,15,Altona
653,14,Altona
654,10,Altoona
655,1,Altoona
656,52,Altoona
657,39,Altoona
658,16,Altoona
659,17,Altoona
660,50,Altoona
661,24,Altura
662,5,Alturas
663,10,Alturas
664,37,Altus
665,4,Altus
666,51,Alum Bridge
667,51,Alum Creek
668,5,Alum Rock
669,37,Alva
670,10,Alva
671,53,Alva
672,18,Alva
673,14,Alvan
674,45,Alvarado
675,24,Alvarado
676,18,Alvaton
677,11,Alvaton
678,14,Alvin
679,45,Alvin
680,52,Alvin
681,42,Alvin
682,28,Alvo
683,16,Alvord
684,45,Alvord
685,36,Alvordton
686,24,Alvwood
687,27,Alzada
688,19,Ama
689,3,Amado
690,5,Amador City
691,33,Amagansett
692,4,Amagon
693,46,Amalga
694,16,Amana
695,36,Amanda
696,50,Amanda Park
697,29,Amargosa Valley
698,45,Amarillo
699,23,Amasa
700,33,Amawalk
701,26,Amazonia
702,16,Amber
703,50,Amber
704,37,Amber
705,52,Amberg
706,36,Amberley
707,15,Ambia
708,39,Ambler
709,2,Ambler
710,5,Amboy
711,24,Amboy
712,14,Amboy
713,15,Amboy
714,50,Amboy
715,39,Ambridge
716,39,Ambridge Heights
717,35,Ambrose
718,11,Ambrose
719,2,Amchitka
720,28,Amelia
721,19,Amelia
722,36,Amelia
723,10,Amelia City
724,49,Amelia Court House
725,35,Amenia
726,33,Amenia
727,10,American Beach
728,5,American Canyon
729,13,American Falls
730,46,American Fork
731,11,Americus
732,17,Americus
733,15,Americus
734,26,Americus
735,52,Amery
736,33,Ames
737,16,Ames
738,37,Ames
739,45,Ames
740,28,Ames
741,22,Amesbury
742,36,Amesville
743,28,Amherst
744,45,Amherst
745,49,Amherst
746,22,Amherst
747,52,Amherst
748,36,Amherst
749,33,Amherst
750,43,Amherst
751,30,Amherst
752,20,Amherst
753,6,Amherst
754,52,Amherst Junction
755,51,Amherstdale
756,35,Amidon
757,24,Amiret
758,32,Amistad
759,19,Amite
760,33,Amity
761,15,Amity
762,38,Amity
763,26,Amity
764,4,Amity
765,33,Amityville
766,13,Ammon
767,15,Amo
768,49,Amonate
769,26,Amoret
770,37,Amorita
771,25,Amory
772,36,Amsden
773,27,Amsterdam
774,36,Amsterdam
775,26,Amsterdam
776,33,Amsterdam
777,4,Amy
778,17,Amy
779,19,Anacoco
780,27,Anaconda
781,50,Anacortes
782,37,Anadarko
783,5,Anaheim
784,12,Anahola
785,45,Anahuac
786,2,Anaktuvuk Pass
787,35,Anamoose
788,16,Anamosa
789,19,Anandale
790,40,Añasco
791,50,Anatone
792,51,Anawalt
793,27,Anceney
794,32,Ancho
795,14,Anchor
796,5,Anchor Bay
797,2,Anchor Point
798,2,Anchorage
799,18,Anchorage
800,23,Anchorville
801,36,Ancor
802,33,Ancram
803,17,Andale
804,1,Andalusia
805,14,Andalusia
806,42,Anderson
807,5,Anderson
808,1,Anderson
809,26,Anderson
810,15,Anderson
811,2,Anderson
812,16,Anderson
813,31,Anderson
814,43,Anderson
815,45,Anderson
816,45,Anderson Mill
817,15,Andersonville
818,36,Andersonville
819,44,Andersonville
820,11,Andersonville
821,33,Andes
822,27,Andes
823,25,Anding
824,30,Andover
825,47,Andover
826,20,Andover
827,7,Andover
828,36,Andover
829,14,Andover
830,16,Andover
831,17,Andover
832,24,Andover
833,22,Andover
834,43,Andover
835,31,Andover
836,33,Andover
837,16,Andrew
838,19,Andrew
839,15,Andrews
840,34,Andrews
841,42,Andrews
842,45,Andrews
843,6,Andrix
844,3,Anegam
845,35,Aneta
846,46,Aneth
847,32,Angel Fire
848,27,Angela
849,45,Angeles
850,52,Angelica
851,33,Angelica
852,52,Angelo
853,5,Angels
854,17,Angelus
855,19,Angie
856,34,Angier
857,5,Angiola
858,46,Angle
859,24,Angle Inlet
860,45,Angleton
861,17,Angola
862,33,Angola
863,15,Angola
864,33,Angola on the Lake
865,2,Angoon
866,24,Angora
867,28,Angora
868,25,Anguilla
869,45,Angus
870,28,Angus
871,24,Angus
872,5,Angwin
873,2,Aniak
874,40,Animas
875,32,Animas
876,39,Anita
877,16,Anita
878,52,Aniwa
879,16,Ankeny
880,36,Ankenytown
881,10,Ankona
882,51,Anmoore
883,23,Ann Arbor
884,14,Anna
885,45,Anna
886,36,Anna
887,10,Anna Maria
888,46,Annabella
889,26,Annada
890,51,Annamoriah
891,49,Annandale
892,24,Annandale
893,21,Annapolis
894,26,Annapolis
895,50,Annapolis
896,14,Annapolis
897,14,Annawan
898,18,Anneta
899,45,Annetta
900,45,Annetta North
901,45,Annetta South
902,2,Annette
903,38,Annex
904,26,Anniston
905,1,Anniston
906,45,Annona
907,33,Annsville
908,18,Annville
909,39,Annville
910,24,Anoka
911,28,Anoka
912,40,Anon Raices
913,39,Anselma
914,28,Anselmo
915,28,Ansley
916,25,Ansley
917,19,Ansley
918,1,Ansley
919,17,Anson
920,52,Anson
921,45,Anson
922,20,Anson
923,7,Ansonia
924,36,Ansonia
925,34,Ansonville
926,51,Ansted
927,52,Anston
928,3,Antares
929,5,Antelope
930,17,Antelope
931,43,Antelope
932,38,Antelope
933,27,Antelope
934,3,Anthem
935,16,Anthon
936,17,Anthony
937,32,Anthony
938,45,Anthony
939,10,Anthony
940,51,Anthony
941,4,Anthonyville
942,18,Anthoston
943,21,Antietam
944,52,Antigo
945,46,Antimony
946,37,Antioch
947,28,Antioch
948,5,Antioch
949,14,Antioch
950,36,Antioch
951,35,Antler
952,37,Antlers
953,4,Antoine
954,45,Anton
955,18,Anton
956,6,Anton
957,32,Anton Chico
958,40,Antón Ruíz
959,38,Antone
960,19,Antonia
961,17,Antonino
962,6,Antonito
963,42,Antreville
964,30,Antrim
965,19,Antrim
966,39,Antrim
967,36,Antrim
968,33,Antwerp
969,36,Antwerp
970,2,Anvik
971,5,Anza
972,37,Apache
973,32,Apache Creek
974,3,Apache Junction
975,11,Apalachee
976,10,Apalachicola
977,33,Apalachin
978,34,Apex
979,27,Apgar
980,44,Apison
981,4,Aplin
982,16,Aplington
983,39,Apollo
984,10,Apollo Beach
985,10,Apopka
986,49,Appalachia
987,14,Apple Canyon Lake
988,36,Apple Creek
989,51,Apple Grove
990,49,Apple Grove
991,49,Apple Mountain Lake
992,14,Apple River
993,45,Apple Springs
994,36,Apple Valley
995,5,Apple Valley
996,46,Apple Valley
997,24,Apple Valley
998,45,Appleby
999,23,Applegate
1000,5,Applegate
1001,38,Applegate
1002,33,Appleton
1003,20,Appleton
1004,24,Appleton
1005,52,Appleton
1006,4,Appleton
1007,26,Appleton City
1008,39,Applewold
1009,11,Appling
1010,49,Appomattox
1011,31,Apshawa
1012,14,Aptakisic
1013,5,Aptos
1014,37,Aqua Park
1015,34,Aquadale
1016,21,Aquasco
1017,33,Aquebogue
1018,49,Aquia Harbour
1019,45,Aquilla
1020,36,Aquilla
1021,1,Arab
1022,19,Arabi
1023,11,Arabi
1024,36,Arabia
1025,28,Arabia
1026,32,Aragon
1027,11,Aragon
1028,45,Aransas Pass
1029,37,Arapaho
1030,6,Arapahoe
1031,34,Arapahoe
1032,53,Arapahoe
1033,28,Arapahoe
1034,49,Ararat
1035,26,Arbela
1036,6,Arboles
1037,13,Arbon
1038,13,Arbon Valley
1039,16,Arbor Hill
1040,52,Arbor Vitae
1041,5,Arbuckle
1042,14,Arbury Hills
1043,21,Arbutus
1044,26,Arbyrd
1045,33,Arcade
1046,11,Arcade
1047,45,Arcade
1048,45,Arcadia
1049,39,Arcadia
1050,42,Arcadia
1051,37,Arcadia
1052,23,Arcadia
1053,10,Arcadia
1054,15,Arcadia
1055,36,Arcadia
1056,28,Arcadia
1057,5,Arcadia
1058,19,Arcadia
1059,52,Arcadia
1060,26,Arcadia
1061,17,Arcadia
1062,16,Arcadia
1063,42,Arcadia Lakes
1064,36,Arcanum
1065,5,Arcata
1066,38,Arch Cape
1067,39,Archbald
1068,36,Archbold
1069,34,Archdale
1070,10,Archer
1071,16,Archer
1072,28,Archer
1073,45,Archer City
1074,34,Archer Lodge
1075,19,Archibald
1076,19,Archie
1077,26,Archie
1078,33,Archville
1079,11,Arco
1080,24,Arco
1081,13,Arco
1082,25,Arcola
1083,26,Arcola
1084,14,Arcola
1085,11,Arcola
1086,49,Arcola
1087,45,Arcola
1088,15,Arcola
1089,2,Arctic Village
1090,39,Ardara
1091,33,Arden
1092,29,Arden
1093,4,Arden
1094,8,Arden
1095,24,Arden Hills
1096,5,Arden Town
1097,8,Ardencroft
1098,8,Ardentown
1099,50,Ardenvoir
1100,43,Ardmore
1101,39,Ardmore
1102,44,Ardmore
1103,1,Ardmore
1104,37,Ardmore
1105,35,Ardoch
1106,33,Ardsley
1107,40,Arecibo
1108,16,Aredale
1109,52,Arena
1110,32,Arenas Valley
1111,39,Arendtsville
1112,14,Arenzville
1113,14,Argenta
1114,23,Argentine
1115,1,Argo
1116,18,Argo
1117,45,Argo
1118,17,Argonia
1119,52,Argonne
1120,15,Argos
1121,35,Argusville
1122,52,Argyle
1123,33,Argyle
1124,24,Argyle
1125,26,Argyle
1126,11,Argyle
1127,45,Argyle
1128,16,Argyle
1129,42,Arial
1130,50,Ariel
1131,10,Ariel
1132,33,Arietta
1133,13,Arimo
1134,16,Arion
1135,10,Aripeka
1136,3,Aripine
1137,45,Arispe
1138,16,Arispe
1139,51,Arista
1140,39,Aristes
1141,1,Ariton
1142,3,Arivaca
1143,3,Arivaca Junction
1144,3,Arizona City
1145,3,Arizona Village
1146,4,Arkadelphia
1147,1,Arkadelphia
1148,4,Arkana
1149,4,Arkansas City
1150,17,Arkansas City
1151,52,Arkansaw
1152,52,Arkdale
1153,4,Arkinda
1154,26,Arkoe
1155,37,Arkoma
1156,33,Arkport
1157,33,Arkwright
1158,52,Arland
1159,27,Arlee
1160,50,Arletta
1161,1,Arley
1162,44,Arlington
1163,50,Arlington
1164,38,Arlington
1165,45,Arlington
1166,28,Arlington
1167,14,Arlington
1168,36,Arlington
1169,11,Arlington
1170,18,Arlington
1171,33,Arlington
1172,47,Arlington
1173,22,Arlington
1174,52,Arlington
1175,43,Arlington
1176,17,Arlington
1177,16,Arlington
1178,24,Arlington
1179,49,Arlington
1180,34,Arlington
1181,19,Arlington
1182,3,Arlington
1183,53,Arlington
1184,15,Arlington
1185,6,Arlington
1186,36,Arlington Heights
1187,14,Arlington Heights
1188,25,Arm
1189,17,Arma
1190,23,Armada
1191,39,Armagh
1192,39,Armbrust
1193,32,Armijo
1194,27,Armington
1195,14,Armington
1196,53,Arminto
1197,5,Armona
1198,33,Armonk
1199,33,Armor
1200,4,Armorel
1201,43,Armour
1202,16,Armstrong
1203,26,Armstrong
1204,10,Armstrong
1205,37,Armstrong
1206,45,Armstrong
1207,52,Armstrong Creek
1208,36,Armstrongs Mills
1209,19,Arnaudville
1210,35,Arnegard
1211,37,Arnett
1212,45,Arnett
1214,45,Arney
1215,45,Arno
1216,39,Arnold
1218,24,Arnold
1219,26,Arnold
1220,21,Arnold
1221,5,Arnold
1222,28,Arnold
1223,25,Arnold Line
1224,11,Arnold Mill
1225,16,Arnolds Park
1226,11,Arnoldsville
1227,39,Arnot
1228,52,Arnott
1229,38,Arock
1230,14,Aroma Park
1231,5,Aromas
1232,39,Arona
1233,6,Aroya
1234,45,Arp
1235,37,Arpelar
1236,52,Arpin
1237,10,Arredondo
1238,32,Arrey
1239,6,Arriba
1240,49,Arrington
1241,17,Arrington
1242,27,Arrow Creek
1243,26,Arrow Point
1244,26,Arrow Rock
1245,5,Arrowbear Lake
1246,5,Arrowhead Highlands
1247,20,Arrowsic
1248,14,Arrowsmith
1249,40,Arroyo
1250,5,Arroyo Grande
1251,32,Arroyo Hondo
1252,32,Arroyo Seco
1253,45,Art
1254,43,Artas
1255,18,Artemus
1256,3,Artesia
1257,5,Artesia
1258,32,Artesia
1259,25,Artesia
1260,45,Artesia Wells
1261,43,Artesian
1262,35,Arthur
1263,16,Arthur
1264,28,Arthur
1265,14,Arthur
1266,44,Arthur
1267,29,Arthur
1268,45,Arthur City
1269,5,Artois
1270,20,Arundel
1271,21,Arundel Village
1272,6,Arvada
1273,53,Arvada
1274,45,Arvana
1275,5,Arvin
1276,49,Arvonia
1277,51,Asbury
1278,31,Asbury
1279,16,Asbury
1280,26,Asbury
1281,31,Asbury Park
1282,47,Ascutney
1283,4,Ash Flat
1284,3,Ash Fork
1285,26,Ash Grove
1286,17,Ash Grove
1287,33,Asharoken
1288,41,Ashaway
1289,11,Ashburn
1290,26,Ashburn
1291,49,Ashburn
1292,22,Ashburnham
1293,22,Ashby
1294,28,Ashby
1295,1,Ashby
1296,24,Ashby
1297,4,Ashdown
1298,34,Asheboro
1299,37,Asher
1300,45,Asherton
1301,17,Asherville
1302,34,Asheville
1303,22,Ashfield
1304,7,Ashford
1305,33,Ashford
1306,52,Ashford
1307,50,Ashford
1308,1,Ashford
1309,52,Ashippun
1310,14,Ashkum
1311,18,Ashland
1312,14,Ashland
1313,1,Ashland
1314,25,Ashland
1315,27,Ashland
1316,5,Ashland
1317,19,Ashland
1318,38,Ashland
1319,26,Ashland
1320,28,Ashland
1321,49,Ashland
1322,17,Ashland
1323,39,Ashland
1324,36,Ashland
1325,52,Ashland
1326,30,Ashland
1327,37,Ashland
1328,20,Ashland
1329,33,Ashland
1330,22,Ashland
1331,44,Ashland City
1332,43,Ashland Heights
1333,36,Ashley
1334,39,Ashley
1335,35,Ashley
1336,14,Ashley
1337,23,Ashley
1338,15,Ashley
1339,26,Ashley
1340,34,Ashley Heights
1341,14,Ashmore
1342,44,Ashport
1343,36,Ashtabula
1344,45,Ashtola
1345,42,Ashton
1346,21,Ashton
1347,17,Ashton
1348,16,Ashton
1349,43,Ashton
1350,28,Ashton
1351,14,Ashton
1352,13,Ashton
1353,36,Ashville
1354,1,Ashville
1355,39,Ashville
1356,20,Ashville
1357,10,Ashville
1358,52,Ashwaubenon
1359,38,Ashwood
1360,34,Askewville
1361,24,Askov
1362,50,Asotin
1363,6,Aspen
1364,53,Aspen
1365,21,Aspen Hill
1366,6,Aspen Park
1367,5,Aspen Springs
1368,45,Aspermont
1369,39,Aspers
1370,7,Aspetuck
1371,16,Aspinwall
1372,39,Aspinwall
1373,17,Assaria
1374,22,Assinippi
1375,28,Assumption
1376,14,Assumption
1377,10,Astatula
1378,52,Astico
1379,10,Astor
1380,10,Astor Park
1381,14,Astoria
1382,38,Astoria
1383,43,Astoria
1384,16,Atalissa
1385,5,Atascadero
1386,45,Atascocita
1387,17,Atchison
1388,31,Atco
1389,28,Aten
1390,39,Atglen
1391,36,Athalia
1392,16,Athelstan
1393,52,Athelstane
1394,10,Athena
1395,38,Athena
1396,45,Athens
1397,19,Athens
1398,1,Athens
1399,44,Athens
1400,23,Athens
1401,52,Athens
1402,39,Athens
1403,33,Athens
1404,14,Athens
1405,36,Athens
1406,51,Athens
1407,20,Athens
1408,11,Athens
1409,47,Athens
1410,18,Athens
1411,5,Atherton
1412,18,Athertonville
1413,43,Athol
1414,17,Athol
1415,22,Athol
1416,13,Athol
1417,33,Athol Springs
1418,2,Atka
1419,4,Atkins
1420,16,Atkins
1421,49,Atkins
1422,28,Atkinson
1423,14,Atkinson
1424,34,Atkinson
1425,11,Atkinson
1426,30,Atkinson
1427,39,Atkinson Mills
1428,4,Atlanta
1429,13,Atlanta
1430,33,Atlanta
1431,45,Atlanta
1432,19,Atlanta
1433,15,Atlanta
1434,28,Atlanta
1435,11,Atlanta
1436,26,Atlanta
1437,14,Atlanta
1438,17,Atlanta
1439,23,Atlanta
1440,39,Atlantic
1441,16,Atlantic
1442,20,Atlantic
1443,49,Atlantic
1444,34,Atlantic
1445,33,Atlantic Beach
1446,10,Atlantic Beach
1447,42,Atlantic Beach
1448,34,Atlantic Beach
1449,53,Atlantic City
1450,31,Atlantic City
1451,31,Atlantic Highlands
1452,10,Atlantis
1453,26,Atlas
1454,39,Atlasburg
1455,2,Atmautluak
1456,1,Atmore
1457,37,Atoka
1458,44,Atoka
1459,32,Atoka
1460,5,Atolia
1461,13,Atomic City
